"Tag Code","Mark File Name","Mark Data Project Code and Name","Mark Site Name","Mark Date MMDDYYYY","Release Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Mark Count"
"3DD.003D4944A4","JSW-2023-158-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/7/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/7/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003D4944A7","JSW-2023-158-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/7/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/7/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003D4944AD","JSW-2023-158-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/7/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/7/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003D4944B4","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D4944C2","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D4944E7","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D4944E9","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D4944F5","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D494504","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D494505","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D494506","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003D4946A2","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946A4","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946AA","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946AB","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946AE","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946B4","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946B7","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946B8","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946BB","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946BD","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946C3","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946C4","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946C8","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946CA","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946CC","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946D2","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946D3","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946D4","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946D8","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946DD","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946DF","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946E0","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946E1","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946E4","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946E6","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946E7","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946E8","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946EB","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946EE","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946EF","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946F0","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946F1","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946F4","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946F8","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4946F9","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946FA","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946FB","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4946FE","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D494701","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D494702","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D494703","JSW-2023-173-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/22/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D494705","JSW-2023-174-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/23/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D494871","JSW-2023-188-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/7/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/7/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D494887","JSW-2023-188-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/7/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/7/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D494896","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D494898","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D49489B","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D49489D","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D49489F","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948A2","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948A5","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948A7","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948A8","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948A9","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D4948AA","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948B0","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948B1","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948B5","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948B7","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948B8","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948BD","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948BE","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948C1","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948C4","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948C6","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948C8","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948CA","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948CB","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948CC","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948CD","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948D0","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948D1","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948D4","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948D9","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948DC","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948DD","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948E0","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D4948E1","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948E6","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948E7","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948E8","JSW-2023-171-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/20/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948E9","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948EF","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003D4948F0","JSW-2023-170-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/19/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003D4948F2","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D494E18","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D494E29","JSW-2023-151-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D494E2E","JSW-2023-151-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003D494E2F","JSW-2023-151-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D494E35","JSW-2023-151-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003D494E3C","JSW-2023-152-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/1/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003D494E41","JSW-2023-151-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","5/31/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
