Tag,SRR Code,Brood Year,Migration Year,Hatchery Name,Stock,Release Site,Release Site Code,Mark Conditional Comment,Mark Weight,Mark Length,SbyC,Expansion,Ocean Age
3DD.003D3E9BE7,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3E9D27,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3E9DAF,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EA106,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EA2AF,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EA4A5,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EA64C,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EA663,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EA925,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EADA4,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,2
3DD.003D3EAE56,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EAF08,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,2
3DD.003D3EAFCA,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,2
3DD.003D3EAFF2,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EB35D,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,2
3DD.003D3EB4F0,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EB5E4,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EB5F2,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EB6C1,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EBBF9,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EBF27,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EBF89,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EC02A,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EC179,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,2
3DD.003D3EC5BC,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3EC61C,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D3FB86B,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D57B03B,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D668DBE,11H,2019,2021,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,68.72113839,2
3DD.003D7603B8,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D760560,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D760602,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D76064E,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D760A4E,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D760ED9,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D761528,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D76156A,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D761651,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D7623F9,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D76249A,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D762E78,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D762ED9,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D7634C3,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D7638B0,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D763BB4,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D763EF1,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D76442C,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D764A53,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D7AC880,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D7AEE38,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D7AEF77,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D7AFD2C,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D7B23BC,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D7B2455,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D7B31C3,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D7B3386,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D7B3524,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D7ED9AF,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D7EDA4A,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.003D7EE9B6,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D9F36F3,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.0077BD5D7E,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.0077DC45A1,11H,2020,2022,Rapid River Hatchery,,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.0077DC7B64,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.0077DC8DAE,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RAL,77.71888807,1
3DD.0077E51689,11H,2020,2022,Rapid River Hatchery,RAPID RIVER,RAPH - Rapid River Hatchery,RAPH,AD,,,RTR,1,1
3DD.003D3ECBA5,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.003D3ECBFD,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.003D3ECC95,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.003D3ECD12,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RTR,1,2
3DD.003D3ECE02,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RTR,1,2
3DD.003D3ECEA8,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.003D3EEFE4,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3EF03E,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EF06A,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EF200,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EF317,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EF449,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3EF470,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EF595,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EF61E,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3EF7AD,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EF7DF,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EF9BA,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3EFBED,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F0007,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F0010,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F0073,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F00F8,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F0370,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F0475,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F0737,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F0B19,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F0DB2,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F0FFD,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F106E,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F1101,11H,2019,2021,Sawtooth Hatchery,SALMON R,ALTULC - Alturas Lake Creek,ALTULC,CW,,,RAL,217.4377682,2
3DD.003D3F1190,11H,2019,2021,Sawtooth Hatchery,SALMON R,ALTULC - Alturas Lake Creek,ALTULC,CW,,,RAL,217.4377682,2
3DD.003D3F14D4,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F181B,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F1840,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F185B,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F1AE6,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F1F84,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F1FD4,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F21DA,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F2415,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F2503,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F2699,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F2930,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F2986,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F29B8,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F2DA4,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F2F6B,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3069,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3087,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3133,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F318E,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F32C5,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3493,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3564,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F365E,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3700,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3ACB,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3B98,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,85.7454752,2
3DD.003D3F3BB8,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D3F3C28,11H,2019,2021,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,2
3DD.003D9ACF7A,11H,2020,2022,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RTR,1,1
3DD.003D9C3ABC,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,81.174894,1
3DD.003D9C3EB1,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,1
3DD.003D9C4689,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,1
3DD.003D9C5E79,11H,2020,2022,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,55.88112477,1
3DD.003D9C616B,11H,2020,2022,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,55.88112477,1
3DD.003D9C6245,11H,2020,2022,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RTR,1,1
3DD.003D9C657C,11H,2020,2022,Sawtooth Hatchery,SALMON R,ALTULC - Alturas Lake Creek,ALTULC,AI CW,,,RTR,1,1
3DD.003D9C67A0,11H,2020,2022,Sawtooth Hatchery,RAPID RIVER,SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397),SNAKE4,AD,,,RTR,1,1
3DD.003D9EBF4D,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,81.174894,1
3DD.003D9EC45A,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,81.174894,1
3DD.003D9EC597,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,1
3DD.003D9EC637,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,81.174894,1
3DD.003D9ECB6A,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,81.174894,1
3DD.003D9ECB82,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,81.174894,1
3DD.003D9ED007,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,1
3DD.003D9EDB3D,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,81.174894,1
3DD.003D9EE3B9,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,1
3DD.003D9EE7F7,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RTR,1,1
3DD.003D9EEE84,11H,2020,2022,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,81.174894,1
3DD.0077C03389,11H,2018,2020,Sawtooth Hatchery,SALMON R,SAWT - Sawtooth Hatchery,SAWT,AD,,,RAL,88.83889651,3
3DD.0077C59126,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.0077C5A6DA,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.0077C5B600,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.0077C5E274,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.0077C5F8A1,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.0077C5F93C,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RTR,1,2
3DD.0077C5FB2C,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.0077C5FB63,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.0077C5FC6B,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RAL,39.37070128,2
3DD.0077C603E5,11H,2019,2021,Sawtooth Hatchery,SALMON R,YANKFK - Yankee Fork Salmon River,YANKFK,AD,,,RTR,1,2
