Tag,SRR Code,Brood Year,Migration Year,Hatchery Name,Stock,Release Site,Release Site Code,Mark Conditional Comment,Mark Weight,Mark Length,SbyC,Expansion,Ocean Age
3DD.003D71E14F,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E1C8,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E1CB,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E21E,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E287,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E2AD,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E360,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D71E38B,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E398,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D71E447,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E497,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E5D3,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E60F,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E6D7,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E797,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D71E8FF,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D71E968,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E9EB,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71E9EE,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D71EE1A,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71EEC8,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D71F2EE,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71F40A,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D71F81C,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D71F8E9,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D71FEA7,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D72007A,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D7200D2,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D720111,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D72013E,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D7201B7,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D720231,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D720295,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D720300,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D720374,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D7203B6,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D720408,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D720438,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,2
3DD.003D720586,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D720700,11H,2019,2021,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,95.36,2
3DD.003D72085D,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D7208D3,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D720B60,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D720BDB,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D720BE7,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D720C72,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D720C8F,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D720D90,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D720DC3,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D721022,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D72106C,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D721111,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D721232,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D721275,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D7213B1,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D7213FC,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D7214D3,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D721598,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D7216F0,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D7216F1,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D721732,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D721757,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D721811,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D72188C,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D7219E8,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D721B0C,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D721B63,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D721C17,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D721C4C,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D721CFC,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D721DDE,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D721DE4,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D721F9E,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D722021,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D722038,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D72209C,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D722595,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D7226B4,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D7227CD,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D722B92,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RTR,1,2
3DD.003D722F3E,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D722F9B,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D723099,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D72316C,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D723212,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D72324F,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D723367,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D723470,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D7234AF,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D7235ED,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D72372C,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D7237CE,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D723866,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D723892,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D723A7A,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D723B77,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D723BF3,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D723C7E,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RTR,1,2
3DD.003D74F479,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D74F79A,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,1
3DD.003D74FDAF,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D7AF79F,11H,2020,2022,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,112.3424357,1
3DD.003D7AFAD4,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,CLEARC - Clear Creek,CLEARC,AD,,,RAL,112.3424357,1
3DD.003D7B0EA8,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,CLEARC - Clear Creek,CLEARC,AD,,,RAL,112.3424357,1
3DD.003D7F1803,11H,2020,2022,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,112.3424357,1
3DD.003D7F1D17,11H,2020,2022,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,112.3424357,1
3DD.003D7F26BF,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D80B21F,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D80B452,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D80B45C,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D80B46F,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RTR,1,2
3DD.003D80BDA6,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D80BF6B,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D80C1D6,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RTR,1,2
3DD.003D80C1E4,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D80C470,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D80C7E1,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RTR,1,2
3DD.003D80C846,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D9AA0F7,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AA868,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AB03B,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,1
3DD.003D9AB303,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AB5A9,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,1
3DD.003D9AC5B7,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AC74E,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AD443,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AD863,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9ADFAE,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,1
3DD.003D9AE0E1,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AE11A,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AE3B7,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AE3FF,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AEBBF,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AED3A,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9AFA92,12H,2020,2022,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,14.73647587,1
3DD.003D9B0DBD,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI CW,,,RTR,1,1
3DD.003D9B0E4D,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI CW,,,RTR,1,1
3DD.003D9B18C1,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,58.06683396,1
3DD.003D9B23D4,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,58.06683396,1
3DD.003D9B2909,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RTR,1,1
3DD.003D9B3598,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,35.93053108,1
3DD.003D9B361F,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,35.93053108,1
3DD.003D9B462C,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,35.93053108,1
3DD.003D9B4C9F,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,35.93053108,1
3DD.003D9B50D3,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,35.93053108,1
3DD.003D9B769C,11H,2020,2022,Clearwater Hatchery,RAPID RIVER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,58.06683396,1
3DD.003D9B7B5D,11H,2020,2022,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,104.0915628,1
3DD.003D9B8CAC,11H,2020,2022,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,104.0915628,1
3DD.003D9B8CC8,11H,2020,2022,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,1
3DD.003D9B91A9,11H,2020,2022,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,1
3DD.003D9B9EE7,11H,2020,2022,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,104.0915628,1
3DD.003D9BA035,11H,2020,2022,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,104.0915628,1
3DD.003D9BAAF4,11H,2020,2022,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,1
3DD.003D9BB5D0,11H,2020,2022,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,104.0915628,1
3DD.0077C35906,11H,2018,2020,Clearwater Hatchery,DWOR,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,61.68,3
3DD.0077C36366,11H,2018,2020,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RTR,1,3
3DD.0077CC353E,11H,2018,2020,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,32.96,3
3DD.003D3C2081,11H,2018,2020,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,102,RTR,1,3
3DD.003D75239E,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75257C,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,108,RAL,56.86480107,2
3DD.003D7525D7,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D752646,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D752750,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7527FE,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D752A8B,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D752AD3,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D752AF4,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D752BC0,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D752D69,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D752F71,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
